LoanStatus,CurrentLoanAmount,Term,CreditScore,AnnualIncome,MonthlyDebt,YearsofCreditHistory,MonthsSinceLastDelinquent,NumberofOpenAccounts,Bankruptcies,CurrentCreditBalance,MaximumCredit
Charged Off,198352,Short Term,716,727339,7879.68,10.5,NA,5,0,129257,204182
Fully Paid,671286,Short Term,742,2125739,18068.81,11.4,NA,10,0,693424,1500752
Fully Paid,161722,Short Term,743,678965,14937.23,17.4,NA,7,0,553831,696278
Fully Paid,329120,Short Term,738,1610649,32749.54,31.6,68,19,0,353305,658746
Fully Paid,261514,Short Term,742,1129284,14680.73,13.5,NA,6,0,281257,698852
Fully Paid,91256,Short Term,751,480510,8929.43,22.1,NA,9,0,16815,335742
Fully Paid,470448,Short Term,741,1586519,8316.11,9.6,7,7,0,1862,238964
Fully Paid,174746,Short Term,750,914964,17841.76,34.6,NA,13,0,47196,520520
Fully Paid,438900,Short Term,,,44111.92,15.2,45,10,0,199576,366212
Fully Paid,110044,Short Term,750,855342,7341.6,10.7,NA,7,0,10450,136004
Fully Paid,247478,Short Term,,,15382.4,11.9,57,12,0,71459,163834
Charged Off,343200,Short Term,742,1259700,24039.37,18.4,NA,14,0,454708,849200
Fully Paid,99999999,Long Term,691,2985052,23109.13,21.2,12,14,0,318117,625372
Fully Paid,155936,Short Term,,,7368.58,12,3,10,0,77368,194766
Fully Paid,209220,Short Term,749,1185752,12351.52,30.5,58,10,0,130226,658460
Fully Paid,222112,Short Term,738,1783967,24678.15,18.5,NA,9,1,258571,360734
Fully Paid,403964,Long Term,717,1221054,14133.91,12.7,75,8,0,286007,576928
Fully Paid,441628,Long Term,712,1716327,15303.93,16.5,3,9,0,368904,633732
Charged Off,93478,Short Term,,,5671.88,26.5,54,10,1,140866,262636
Fully Paid,99999999,Short Term,746,698972,18756.04,9.7,NA,14,0,178885,310068
Charged Off,177100,Short Term,,,20535.01,16,75,12,1,40071,156794
Fully Paid,325314,Short Term,700,1048895,20226.26,12.6,28,10,0,324672,581042
Fully Paid,344916,Short Term,,,11748.65,17.7,NA,16,0,200507,680812
Fully Paid,172678,Short Term,,,9881.52,17.2,NA,12,1,193325,530464
Fully Paid,479490,Short Term,734,947625,24480.36,16.1,NA,8,0,481422,940038
Fully Paid,219296,Short Term,698,1079542,9535.91,15.5,NA,6,0,149473,189772
Fully Paid,450560,Long Term,675,1081917,25064.42,13.9,42,17,0,287052,531806
Charged Off,200442,Long Term,693,1920292,18706.83,26.3,27,6,0,349011,447524
Fully Paid,286286,Long Term,,,19676.59,23.6,58,12,1,194465,372196
Fully Paid,344322,Short Term,706,1672722,22721.15,24.7,43,16,0,393794,630674
Charged Off,334620,Short Term,704,1059630,12715.56,15.1,36,10,0,232028,703274
Fully Paid,110616,Short Term,747,1108061,18836.98,10.5,NA,12,0,137047,741554
Fully Paid,671836,Long Term,686,1310183,33191.29,16.7,NA,19,0,605435,1147344
Fully Paid,225984,Short Term,731,564357,14014.78,9.8,77,9,0,311258,455048
Charged Off,774092,Short Term,732,1623569,35718.29,32.5,NA,20,0,776055,2051610
Fully Paid,573936,Long Term,,,39868.84,21.6,NA,14,0,305653,941226
Fully Paid,382228,Short Term,,,30182.26,15.2,NA,14,0,453302,1315468
Fully Paid,99999999,Short Term,737,1038844,16275.21,19.4,61,13,1,186029,411070
Charged Off,450868,Long Term,6270,973465,18414.61,17.7,NA,3,0,265012,322322
Fully Paid,755304,Long Term,,,17088.98,15.5,19,8,0,94430,344938
Fully Paid,99999999,Short Term,713,581286,6801.05,13.9,27,8,0,59052,127820
Fully Paid,99999999,Short Term,730,948575,23714.47,16.1,59,32,0,338561,1435984
Fully Paid,518760,Short Term,746,2090760,42860.58,25.2,NA,23,0,612085,1087020
Fully Paid,67012,Short Term,688,829578,1410.37,7.8,NA,10,0,37506,305822
Fully Paid,348546,Long Term,,,21791.1,8.9,NA,18,0,224333,444026
Fully Paid,99999999,Short Term,746,1124705,24462.12,20,56,9,1,25232,108240
Fully Paid,99999999,Long Term,746,957315,10211.36,14,NA,20,0,62225,1162106
Fully Paid,399058,Short Term,,,12700.36,9,NA,8,0,225815,489632
Fully Paid,69190,Short Term,743,752932,10792,18.1,NA,6,0,432079,647218
Fully Paid,769164,Short Term,697,2277492,49345.66,21.6,11,18,0,755402,1273184
Charged Off,211926,Short Term,,,15037.93,9.5,NA,10,0,163115,259072
Fully Paid,468820,Long Term,,,23491.6,13.7,57,17,0,260243,548878
Fully Paid,54934,Short Term,690,1047641,17329.9,22,54,5,0,454366,529804
Fully Paid,714208,Short Term,,,43112.9,19.3,NA,27,0,1174884,2341460
Fully Paid,112134,Short Term,,,4793.51,16.2,28,8,0,52554,558184
Fully Paid,216656,Long Term,654,692322,18750.15,21.8,NA,16,0,635037,818840
Fully Paid,322894,Short Term,,,14688.33,13.5,NA,11,0,185763,258192
Fully Paid,220484,Short Term,702,723596,19476.52,9.3,NA,13,0,180386,562980
Fully Paid,146168,Short Term,696,574503,10580.34,17,71,6,0,41496,56188
Charged Off,271436,Long Term,715,1116288,17488.55,22,24,10,0,88882,252208
Fully Paid,212190,Short Term,729,1679866,14558.75,11.4,64,5,0,109725,159214
Fully Paid,99999999,Short Term,727,754262,11313.93,18.5,NA,7,0,181982,252054
Fully Paid,444378,Short Term,712,1347898,11906.35,16.8,NA,3,0,0,0
Fully Paid,99999999,Short Term,688,469110,1896.01,11.9,NA,4,0,87913,204402
Charged Off,108086,Short Term,,,36169.92,16.6,17,16,0,50692,159962
Fully Paid,378334,Short Term,,,35695.3,17,24,12,0,75335,413402
Charged Off,66352,Short Term,691,821256,16835.52,15.7,NA,7,0,69939,95040
Charged Off,107954,Short Term,7170,1044107,25145.55,8.9,NA,16,0,400710,671462
Charged Off,52492,Long Term,728,407987,4249.73,11,46,5,0,28937,65560
Fully Paid,576796,Short Term,747,1704699,39634.19,25.5,NA,10,0,952356,1406548
Fully Paid,353694,Short Term,,,7100.68,23.9,130,6,0,317110,494824
Fully Paid,295680,Short Term,700,1502064,20027.52,33.3,15,14,0,236018,313038
Fully Paid,99999999,Long Term,680,1128030,18518.54,18.3,NA,15,0,396682,663762
Charged Off,432300,Long Term,,,6257.27,11,7,5,0,175902,283294
Charged Off,354508,Long Term,7130,1339443,30025.89,23.1,45,9,0,96691,237204
Fully Paid,103950,Short Term,748,879073,5127.91,18.8,59,10,1,32965,315370
Fully Paid,688270,Short Term,723,1256489,27223.77,13.9,NA,6,0,777594,1031360
Fully Paid,469612,Short Term,706,1483216,49069.78,15.5,NA,10,0,1269257,1830224
Fully Paid,414854,Short Term,720,1007076,19805.79,27,79,14,0,378784,708576
Fully Paid,99999999,Short Term,743,2305080,1767.19,10.9,NA,10,0,102714,2123704
Fully Paid,400840,Short Term,738,1192649,12622.08,31.4,53,6,0,289047,436370
Charged Off,129008,Short Term,746,1485496,11982.92,15.6,54,4,0,120745,296868
Fully Paid,527252,Short Term,750,1951509,39843.38,27,NA,20,0,1003618,3227994
Fully Paid,99999999,Short Term,742,1724744,14042.33,26.4,34,10,0,141056,401280
Fully Paid,440176,Long Term,699,1064418,32553.84,10.1,24,11,0,191045,235576
Fully Paid,435028,Long Term,739,751412,7451.61,13.3,NA,4,0,214681,372130
Fully Paid,176858,Short Term,732,1031035,30415.39,13.9,NA,13,1,258533,683474
Fully Paid,270446,Long Term,713,1401383,17050.03,26.5,11,13,0,384180,594704
Fully Paid,175186,Short Term,747,1985823,10028.39,16.2,NA,7,0,235885,904376
Fully Paid,773388,Short Term,740,2480868,45689.3,19,NA,14,0,698535,1091530
Charged Off,224048,Short Term,7380,1166790,20418.92,13.3,74,9,0,81396,121616
Charged Off,225478,Long Term,668,547865,10317.95,19.1,NA,13,0,213522,1160742
Charged Off,398530,Long Term,,,18994.11,11.6,NA,11,0,128060,172612
Fully Paid,318626,Long Term,696,811851,20769.85,12,21,20,0,221274,587664
Charged Off,60236,Short Term,661,222946,3325.57,38.5,NA,9,0,412794,1354012
Fully Paid,99999999,Short Term,708,746928,20602.65,21.4,13,15,0,248083,592306
Fully Paid,135124,Short Term,,,15143.95,14.9,NA,8,0,323836,452870
Fully Paid,116732,Short Term,,,4867.61,8.1,51,5,0,24529,66660
Fully Paid,99999999,Short Term,738,871682,10024.21,11,24,6,1,120954,161524
Fully Paid,349932,Short Term,,,16029.54,20,15,17,0,68989,275462
Fully Paid,135278,Short Term,,,10688.07,28,8,6,0,84474,187000
Fully Paid,220000,Short Term,740,828932,7184.09,10.7,NA,7,0,70661,157344
Fully Paid,219428,Short Term,750,2728894,13303.23,16.9,NA,11,0,90516,396968
Charged Off,607860,Long Term,637,2208408,27789.21,25,22,17,1,360753,460548
Fully Paid,336996,Long Term,663,2376843,45635.34,19.7,NA,11,0,853271,1139556
Fully Paid,305250,Short Term,743,2158590,38674.69,15.6,NA,12,0,266399,608432
Fully Paid,755920,Short Term,746,1660049,28497.53,9.3,NA,8,0,125932,272052
Fully Paid,118888,Short Term,723,1140798,24812.29,16.7,NA,11,0,201989,453266
Fully Paid,265474,Long Term,702,1389527,26088.33,19.6,NA,14,0,828020,1003948
Fully Paid,713020,Long Term,675,1400623,16340.57,10.5,NA,5,0,543001,607486
Fully Paid,440308,Long Term,612,1384169,19412.87,26.8,10,24,0,152760,329978
Fully Paid,176396,Short Term,,,7506.71,26.9,NA,14,1,152399,430386
Charged Off,68860,Short Term,7370,613339,11959.93,23.4,NA,17,1,99864,267036
Fully Paid,184976,Short Term,691,926687,22317.59,15,NA,8,0,275671,357852
Fully Paid,780626,Short Term,734,2022531,51068.96,28.5,NA,15,0,5101025,7572356
Fully Paid,285670,Short Term,738,1439972,9815.78,9.3,NA,10,0,100529,217184
Fully Paid,351538,Long Term,684,1119537,14180.84,16.9,NA,8,0,167998,199936
Fully Paid,104764,Short Term,740,659756,11765.56,12.7,NA,23,0,53029,930248
Fully Paid,99999999,Short Term,748,2062830,18565.47,17,NA,12,0,617880,1039874
Fully Paid,131714,Short Term,,,6967.11,12.5,NA,4,0,2736,54516
Fully Paid,120846,Short Term,,,13300,20.4,48,9,0,155059,222486
Fully Paid,134420,Short Term,748,1257610,8111.48,14.5,NA,8,0,173660,358446
Fully Paid,407066,Short Term,707,781242,18359.13,22.6,NA,9,0,256804,540650
Fully Paid,338228,Long Term,711,1402067,32831.62,31,NA,18,0,589342,1122330
Fully Paid,89936,Short Term,706,970805,18930.65,10,33,6,0,108794,139348
Fully Paid,266200,Long Term,,,13603.81,15.4,NA,15,0,141474,317482
Charged Off,217580,Short Term,704,971090,15941.95,17.9,NA,12,1,175731,452166
Charged Off,777238,Short Term,731,7191975,42792.18,15.7,34,10,1,116071,399982
Fully Paid,619828,Long Term,,,33121.56,23.1,NA,15,0,290833,420442
Fully Paid,779702,Long Term,705,2885910,23856.78,21.5,NA,11,0,698307,1329878
Charged Off,22462,Short Term,,,7970.5,12,0,9,NA,87039,273108
Fully Paid,335478,Short Term,740,1158924,14872.82,18,NA,5,0,52117,163086
Fully Paid,437492,Short Term,750,2267004,23425.67,34.3,6,8,0,151183,356532
Fully Paid,376398,Long Term,720,879586,12973.96,15.2,25,9,0,120403,460130
Fully Paid,99999999,Short Term,710,1385917,36033.88,32.3,46,11,0,179702,236192
Charged Off,419496,Short Term,630,1132134,26510.89,10,46,12,0,99997,183502
Charged Off,178860,Short Term,7330,456266,12547.6,9.5,NA,8,0,261079,376464
Fully Paid,66792,Short Term,733,923039,9845.8,22.9,25,11,0,236208,329516
Charged Off,367246,Long Term,,,13786.02,23.8,56,6,1,93594,430034
Fully Paid,343420,Long Term,659,672581,18664.08,16.5,NA,11,0,323399,506022
Fully Paid,268840,Long Term,726,1160862,8493.57,13.1,21,8,1,58558,334048
Fully Paid,234960,Short Term,,,11471.25,16.9,36,13,0,121258,417890
Fully Paid,212058,Short Term,722,563502,12584.84,12.7,42,16,0,329346,598664
Fully Paid,99999999,Short Term,745,1158240,25674.32,17.9,75,15,0,154736,1422014
Charged Off,206844,Short Term,,,4005.39,19.6,61,6,1,136496,168850
Charged Off,404514,Short Term,,,10364.12,19,NA,8,0,173204,434082
Fully Paid,401104,Short Term,723,1539608,22837.62,14.8,NA,11,0,277951,441496
Charged Off,254254,Short Term,736,656887,1954.34,18.5,NA,2,0,174914,304106
Fully Paid,257906,Short Term,748,2049150,12585.22,20,NA,14,0,457292,1939520
Fully Paid,333080,Short Term,739,1820200,20173.82,20.2,NA,12,0,225302,399498
Fully Paid,172656,Short Term,,,2889.14,15.2,NA,5,0,100719,299816
Fully Paid,231814,Long Term,694,592021,1948.83,10.3,NA,7,0,68875,839388
Fully Paid,241670,Short Term,,,21950.7,16,39,33,0,154508,1529044
Fully Paid,314996,Short Term,,,15229.26,7.4,NA,10,0,151563,379852
Charged Off,348964,Long Term,718,762964,20409.23,17.4,NA,16,0,313671,607354
Fully Paid,179652,Short Term,724,504222,3374.02,16.2,24,6,0,90630,132484
Fully Paid,103620,Short Term,,,8457.66,10.2,NA,5,0,297806,381854
Charged Off,117436,Short Term,723,606670,13144.2,14.6,12,14,0,101726,202048
Fully Paid,550110,Short Term,,,35695.49,16.5,NA,10,0,493316,995148
Fully Paid,267300,Short Term,712,1220921,19839.99,11.3,41,12,1,273315,436502
Fully Paid,288310,Short Term,,,14710.18,21.2,43,14,0,195244,466092
Fully Paid,217954,Short Term,,,3971.76,35,71,4,1,133798,222266
Fully Paid,595870,Long Term,,,6222.12,22,NA,7,0,1410256,16009092
Charged Off,142054,Short Term,7280,557688,10261.52,11,NA,11,0,82194,105864
Charged Off,534028,Long Term,706,1537328,35614.74,37.8,NA,14,0,229558,683320
Charged Off,257884,Short Term,747,742292,15235.53,14.8,17,13,0,103930,813120
Fully Paid,41954,Short Term,736,347890,3768.84,11.2,NA,13,0,47576,120538
Fully Paid,99999999,Short Term,733,1284780,23126.04,19,64,10,0,52687,112156
Fully Paid,224642,Short Term,740,582027,12610.68,10.9,NA,9,0,332405,591206
Charged Off,471988,Short Term,,,23432.89,19,NA,22,0,368562,499708
Fully Paid,99999999,Short Term,712,1767285,21796.42,14.7,60,5,1,25574,56958
Fully Paid,346258,Short Term,704,1495224,31399.78,25.5,67,16,0,539334,731236
Charged Off,265738,Long Term,7030,1587412,30425.27,24.6,NA,16,0,249337,628980
Fully Paid,425744,Short Term,740,800280,16739.38,35.7,NA,10,0,637602,1422498
Fully Paid,220836,Short Term,729,747935,6195.33,16,NA,9,0,80028,196746
Fully Paid,99999999,Long Term,732,3287437,18217.77,36.9,31,14,1,315210,607310
Fully Paid,135300,Short Term,749,1168500,15677.47,34.8,NA,12,0,103873,189420
Fully Paid,197846,Short Term,740,500574,10345.12,29.4,NA,12,0,74195,859166
Fully Paid,439780,Short Term,748,854582,3454.01,28.1,NA,8,0,164103,887898
Fully Paid,99999999,Short Term,736,3058544,50975.86,19.7,NA,19,0,609083,931656
Fully Paid,99999999,Short Term,741,878636,5930.85,9.5,NA,11,0,2027946,10673366
Fully Paid,766700,Short Term,730,2639670,20347.48,9.5,7,12,0,137465,431332
Fully Paid,173052,Short Term,732,747232,6849.69,18.4,34,4,0,147098,207702
Fully Paid,75966,Short Term,731,787227,10430.81,14.4,NA,9,0,233776,460350
Fully Paid,46530,Short Term,704,151278,3504.74,11.5,41,4,0,100643,251702
Fully Paid,99999999,Short Term,741,2058916,31398.45,14.5,NA,12,0,290301,499466
Fully Paid,216568,Short Term,744,1178323,12175.96,26.8,40,10,0,160189,311740
Charged Off,160160,Short Term,7140,838679,15305.64,13,27,13,0,99009,300124
Fully Paid,399410,Short Term,747,1092310,4660.51,20.5,NA,8,1,239001,486376
Fully Paid,563640,Short Term,748,2862274,31723.54,13.8,38,10,0,414656,714472
Fully Paid,219868,Short Term,,,22612.09,12.5,NA,19,0,312588,644028
Fully Paid,99999999,Short Term,741,511252,14102.18,8.7,30,13,0,239837,802626
Fully Paid,53702,Short Term,680,1449510,22950.67,17.8,44,14,0,261136,317614
Charged Off,178684,Short Term,738,945155,14019.72,20.8,2,12,0,116945,330286
Fully Paid,187396,Short Term,747,905977,9059.77,12,NA,13,0,159904,260040
Fully Paid,521620,Long Term,727,1368570,6671.85,20.3,NA,2,0,286995,613118
Fully Paid,360272,Short Term,,,42976.86,21.6,NA,16,0,760228,985732
Charged Off,542212,Long Term,679,939360,15342.88,14.7,7,15,0,329916,714032
Fully Paid,159896,Short Term,732,3694664,4187.22,10.3,4,7,0,165433,226974
Fully Paid,91432,Short Term,,,5790.63,12.5,16,8,0,111910,202444
Fully Paid,263384,Short Term,732,1010249,17006.14,18.2,NA,7,1,157833,359744
Charged Off,157322,Short Term,696,1307390,18085.53,20.5,5,11,0,100168,253242
Fully Paid,450604,Short Term,721,1751211,26414.18,29,27,8,0,529340,1118436
Fully Paid,183524,Short Term,722,1584961,13736.43,13,65,9,1,169157,399740
Charged Off,606716,Short Term,729,1422948,33202.12,12,NA,6,0,231211,342804
Fully Paid,150260,Short Term,700,611762,14376.54,28.1,3,12,0,162830,442552
Fully Paid,321574,Short Term,,,16866.3,30.8,11,17,0,210634,818422
Fully Paid,99999999,Short Term,735,813029,11314.69,16.7,NA,5,0,0,0
Fully Paid,224664,Short Term,,,33547.35,18.5,7,13,1,248178,462748
Fully Paid,325446,Long Term,706,1199223,33078.43,19.8,21,17,0,151620,384186
Fully Paid,663366,Short Term,714,1145814,23011.85,11.9,NA,17,0,449350,2123682
Fully Paid,129140,Short Term,720,1580116,15801.16,17.8,50,11,0,115311,180422
Fully Paid,99999999,Short Term,697,1172471,15828.14,17.4,4,11,0,57399,159368
Fully Paid,326766,Short Term,,,18441.4,19.3,NA,4,0,640490,827728
Fully Paid,261360,Long Term,706,1316700,13825.35,11.8,NA,13,0,158156,332948
Fully Paid,778558,Long Term,660,2735639,56308.4,27,47,12,0,1420744,2223056
Charged Off,222926,Short Term,,,5965.05,10.1,NA,6,1,172216,256300
Fully Paid,99999999,Long Term,728,1704699,24434,24,NA,11,0,385586,623568
Fully Paid,133540,Short Term,718,2422006,27853.05,12.3,61,7,0,235733,359172
Charged Off,309980,Long Term,7290,956080,21910.04,17.2,25,11,1,256006,491568
Fully Paid,433048,Short Term,702,1383789,34825.29,15.4,NA,20,0,420679,754028
Fully Paid,263692,Short Term,709,1253278,17023.43,12.8,74,13,0,335654,517506
Charged Off,662838,Long Term,696,2289804,34156.3,20.5,NA,23,0,827260,1680514
Charged Off,429836,Long Term,608,1031947,24422.79,12.9,12,15,0,3591,79992
Charged Off,495022,Long Term,655,855969,12982.13,22,NA,10,0,332158,484990
Charged Off,225170,Short Term,7210,1225139,8534.99,14.6,30,6,0,20311,51788
Fully Paid,207768,Short Term,,,28546.17,26.5,10,14,0,188917,505186
Fully Paid,107426,Short Term,743,1484432,8572.61,7.8,33,14,0,31179,124454
Fully Paid,361328,Short Term,740,851067,16595.74,15.7,NA,9,0,271225,361394
Fully Paid,464178,Short Term,711,1164453,23385.96,9.4,30,20,0,396815,820468
Fully Paid,688270,Short Term,723,1256489,27223.77,13.9,NA,6,0,777594,1031360
Fully Paid,224950,Short Term,713,1019483,7620.71,16.7,54,13,0,185744,625196
Fully Paid,533918,Long Term,655,1344896,19837.14,11.1,NA,11,0,174382,329384
Fully Paid,151360,Short Term,709,683411,3901.27,14.9,49,4,0,139574,201014
Fully Paid,602822,Long Term,666,2231208,37000.79,22.6,NA,14,0,444467,585508
Fully Paid,233860,Short Term,701,744572,18552.36,16,NA,11,0,282226,1150666
Fully Paid,356070,Long Term,645,854240,27548.86,18.1,21,15,1,190494,270314
Fully Paid,326876,Short Term,743,2427725,36213.43,20.1,NA,10,1,117211,189530
Fully Paid,629420,Short Term,733,2853895,51369.92,19,NA,19,0,482695,820732
Charged Off,398948,Long Term,703,786448,18678.14,13.9,NA,12,0,252092,361262
Charged Off,399410,Short Term,740,1954663,18406.44,22.3,NA,8,0,629147,1093840
Fully Paid,394900,Short Term,748,1610478,26975.44,23.5,NA,19,0,305615,748132
Fully Paid,226292,Short Term,721,583395,7875.88,14.2,NA,8,0,352032,535634
Fully Paid,111540,Short Term,746,1708898,20221.89,16.9,NA,11,0,357295,510752
Fully Paid,217360,Short Term,745,563160,4974.58,13,NA,8,0,268185,648274
Fully Paid,418968,Short Term,,,23995.1,11.4,NA,10,0,361874,1157486
Charged Off,623084,Long Term,,,17777.16,11.6,24,17,0,178011,602646
Fully Paid,430936,Short Term,720,1395645,16049.87,16.5,17,9,0,199234,432828
Charged Off,55528,Short Term,6560,920664,12812.65,19.2,NA,9,0,530176,722216
Fully Paid,265188,Short Term,,,9378.59,13.5,NA,6,0,282815,371272
Fully Paid,67342,Short Term,724,639730,2345.74,21.6,27,8,0,85918,134618
Fully Paid,314886,Short Term,707,855779,16045.69,9,20,18,0,87058,149776
Charged Off,167486,Short Term,731,779114,11881.46,9.1,NA,5,0,146224,203258
Fully Paid,222112,Short Term,720,1342768,18463.06,8.9,3,11,0,161652,603790
Fully Paid,536756,Long Term,,,95916.75,21,NA,16,0,518244,990220
Fully Paid,473044,Short Term,700,2139951,17315.65,17.5,7,6,0,490238,601326
Fully Paid,445984,Short Term,742,1155504,21473.04,25.8,NA,25,0,370158,1087834
Fully Paid,625240,Long Term,,,26569.98,16.7,78,7,0,185706,595672
Fully Paid,213400,Short Term,738,902291,7045.39,30.9,NA,10,0,225226,395736
Fully Paid,243496,Short Term,717,1572421,17296.65,10.8,13,5,0,46265,79024
Charged Off,760694,Long Term,658,1689309,11430.97,15.8,4,11,0,154527,388982
Fully Paid,99999999,Short Term,731,1077528,10955.02,19.7,11,12,1,132601,301026
Charged Off,355982,Short Term,697,1076027,26183.33,21.2,62,14,0,474088,809644
Charged Off,221606,Short Term,,,9665.11,23.4,75,7,2,62662,121946
Charged Off,219890,Long Term,,,9441.67,24.5,NA,6,0,213845,249348
Fully Paid,526878,Short Term,,,33054.11,14,NA,18,0,414618,598598
Fully Paid,165308,Short Term,714,1046995,8942.92,14.5,47,13,0,45315,211530
Charged Off,55814,Short Term,702,1807052,26653.96,22.2,15,14,0,410685,605770
Fully Paid,174262,Short Term,,,5602.34,29.5,11,8,0,175275,464398
Fully Paid,172062,Short Term,746,929290,286.52,10,NA,2,0,3534,66968
Fully Paid,174680,Short Term,,,40449.29,15.7,NA,17,0,202084,316624
Fully Paid,89386,Short Term,,,22478.71,23.5,67,7,0,409374,583044
Fully Paid,755766,Long Term,,,19208.05,15.7,NA,14,0,517009,742742
Fully Paid,27412,Short Term,724,599070,15276.38,14,NA,10,0,143317,455884
Fully Paid,99999999,Short Term,749,2499887,26873.79,27.7,25,10,0,109098,1238402
Fully Paid,171864,Short Term,713,853461,7965.56,19.9,32,10,0,163894,332948
Fully Paid,329868,Short Term,,,18169.51,15,NA,6,0,403807,662288
Charged Off,245036,Long Term,719,1592865,41679.92,28.8,NA,14,0,248102,755986
Fully Paid,326304,Short Term,738,1146023,16569.52,11,NA,5,0,224048,300256
Charged Off,232980,Long Term,7160,598937,14524.36,14.6,NA,9,0,249679,451022
Fully Paid,444884,Short Term,739,1921090,11958.79,4.5,NA,10,0,242060,629838
Charged Off,352770,Short Term,731,1675686,29882.82,9.9,28,16,0,403028,588478
Fully Paid,670890,Long Term,,,18202.95,20,37,14,0,1417666,2537106
Fully Paid,99999999,Short Term,743,538118,6636.7,14.5,63,8,0,132734,316250
Fully Paid,173998,Short Term,,,14834.25,8.7,NA,11,0,140030,400334
Fully Paid,99999999,Short Term,745,1299277,25768.94,12.7,44,11,0,254923,664774
Fully Paid,99999999,Short Term,707,579234,8012.68,14.7,NA,10,0,200241,438306
Fully Paid,332640,Short Term,744,1493856,21536.5,20,4,13,1,130891,765402
Fully Paid,108372,Short Term,,,13691.4,11,NA,11,0,121410,418418
Fully Paid,78210,Short Term,748,713051,7665.17,30.2,NA,7,1,110618,421322
Fully Paid,140448,Short Term,749,1362167,6515.67,18,NA,10,0,68552,601370
Fully Paid,287078,Long Term,700,2097942,17290.57,19.3,76,5,0,26657,130262
Fully Paid,140558,Short Term,660,941070,20546.79,11.6,71,11,0,160512,246158
Fully Paid,178244,Short Term,655,1250694,9161.42,13.7,12,13,0,131860,678590
Fully Paid,443960,Long Term,660,2204665,7422.35,20.5,58,12,1,239419,433180
Fully Paid,302060,Short Term,,,10349.49,11.4,47,13,0,286501,568062
Charged Off,752290,Long Term,6800,1550020,32421.03,20.8,NA,13,0,651719,1159202
Fully Paid,99999999,Long Term,715,1893236,13710.21,9.2,23,5,0,109231,227898
Fully Paid,310398,Short Term,723,1701792,26236.15,18.8,41,14,0,245404,374880
Fully Paid,130064,Short Term,743,1310582,25010.27,29.3,11,12,0,399038,831006
Fully Paid,399322,Short Term,743,4215112,32983.24,22.3,NA,14,0,446405,753478
Fully Paid,763686,Long Term,661,3015072,71859.14,10.8,5,23,0,1219287,3857414
Fully Paid,154308,Short Term,,,12388.19,9.3,NA,4,0,113012,143484
Fully Paid,212850,Short Term,729,1858257,8656.4,20.5,62,6,0,63878,139546
Fully Paid,404954,Long Term,,,17923.65,18.1,NA,12,1,217778,542300
Fully Paid,259908,Long Term,683,1627388,23461.39,15.9,NA,8,0,355585,422290
Charged Off,352924,Long Term,689,849281,8988.14,17.2,NA,3,0,225929,260040
Fully Paid,786786,Long Term,633,2038491,46375.58,13,66,14,0,548853,865832
Fully Paid,227920,Short Term,746,1955480,13753.53,20.6,30,15,0,35093,597652
Fully Paid,315414,Short Term,750,694260,1151.4,15,NA,7,0,47576,715440
Fully Paid,99999999,Long Term,731,875178,7584.8,12.4,NA,14,0,163096,407858
Fully Paid,435644,Short Term,746,1693071,7012.14,16.6,26,7,0,188537,335346
Fully Paid,228294,Long Term,660,869877,22109.35,12.3,NA,7,0,101137,192610
Fully Paid,365794,Short Term,690,879415,13777.66,15.4,NA,13,0,259445,447040
Charged Off,333344,Short Term,747,1151514,23989.97,22,NA,17,0,432972,753896
Fully Paid,154352,Short Term,,,26851.56,22,74,9,0,172425,308572
Fully Paid,311102,Short Term,743,1477782,32880.45,16.2,NA,9,0,828837,1126422
Fully Paid,553696,Short Term,732,2008376,21087.91,27.4,80,19,0,329460,1501918
Fully Paid,156486,Short Term,,,20514.49,11.3,24,14,0,53675,580844
Fully Paid,488642,Short Term,743,1438680,23498.44,15.1,NA,13,0,303696,821612
Charged Off,442992,Short Term,7290,1243398,14609.86,11.6,65,12,0,369626,800008
Charged Off,669702,Short Term,705,1677301,29772.05,23.8,8,13,0,488661,705496
Fully Paid,185592,Short Term,712,817475,13965.19,12,9,22,0,252358,1051072
Fully Paid,231726,Short Term,738,1610478,43080.41,29.4,25,25,0,340784,905036
Charged Off,486596,Long Term,735,3331631,61079.87,11.9,NA,10,0,723729,1001176
Fully Paid,529958,Long Term,673,1144218,16400.42,27.6,NA,10,0,764009,1165538
Fully Paid,110704,Short Term,,,22404.99,15.4,25,11,1,76418,232254
Fully Paid,218262,Short Term,739,1286357,18330.63,33.1,NA,9,0,423149,513040
Charged Off,176242,Short Term,,,43935.6,10.1,31,8,0,271833,420794
Fully Paid,360316,Short Term,735,1485857,26745.35,16.6,NA,8,0,274265,432652
Fully Paid,173822,Short Term,742,881923,16756.67,15.1,73,9,0,128573,434038
Fully Paid,146960,Long Term,739,933280,19054.34,12.5,NA,13,0,462422,795586
Fully Paid,54670,Short Term,,,7422.16,15.1,NA,5,0,43700,102850
Fully Paid,99999999,Short Term,734,1817274,19687.23,46.9,NA,4,0,96311,183722
Fully Paid,625856,Short Term,698,2415147,6520.8,19,NA,6,1,231572,427636
Fully Paid,100804,Short Term,704,916313,4100.58,23.6,23,3,0,6175,76032
Fully Paid,298188,Long Term,700,615733,16317.2,17.3,NA,8,0,444296,800096
Charged Off,52712,Short Term,7270,1290062,14190.72,25.2,2,10,0,234650,476674
